tweet,sentimiento,polaridad_dominante
"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras",0.0,Neutral
🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…,0.0,Neutral
Me gustaba porque repoaba a buró de crédito,0.0,Neutral
Hey. Banco que haya salido a la luz la coreo completa. Me gustó el final a lo indio. Como se llama la obra que interpretan?,0.0,Neutral
terminos y condiciones por favor,0.4019,Positiva
Jajajaja,0.0,Neutral
Breve lección de economía. Aprende a no pagarle a y a cobrar por depositar en y al mismo tiempo que luchas contra el Gaza_Genocide,-0.296,Negativa
. Llegan nuevos instrumentos financieros y te ofrecen hasta el 13 por ciento de dinero adicional por cada día que guardes tu dinero mientras que te cobra si no lo mueves por más de seis meses. Por eso está en,-0.296,Negativa
"Jamas pensé que me quedaría con Hey Banco después de todas las mamadas que están haciendo pero literalmente es la mejor opción que tengo. En fin, chingada madre HSBC, tremendo pedo por una compra de 150 pesos.",0.0,Neutral
"Correcto, sin más preámbulos.",-0.5574,Negativa
Apareció una buena promo en al contratar un seguro para tu celular.,0.0,Neutral
"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al ins…",0.1779,Positiva
"Excelente pregunta, que de dijeron bro?…",0.0,Neutral
"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al instante. ¿Recuerdan lo que me pasó hace unos meses? 🥲",0.1779,Positiva
"Confirmo el día de hoy cambie mis Hey coins y en el correo de confirmación ya viene el código, todo cool ya hasta realizó mi compra 👍",0.3182,Positiva
Amamos las recompensas de 🫡,0.0,Neutral
Con para que me patrocine más juegos del MaratonDevir,0.0,Neutral
"Evalué cambiar a HeyBanco! por Nu, debido a la tasa de rendimiento y wow, gratamente sorprendida.",0.6239,Positiva
Muy amablemente su AreaEspecializada me dió solución. ^R,0.0,Neutral
"Te la recomiendo, atención inmediata, también para ti un abrazo y felices fiestas, abrazo para toda la familia.",0.3612,Positiva
"Entiendo, con la de Baz me transfiero de la de crédito a la de Azteca, entra como una compra y no me genera comisión. Te la recomiendo y muy accesible",-0.296,Negativa
"Excelente, gracias por la información.",0.0,Neutral
"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2",0.4019,Positiva
"Manifestando ganarme el soeo de HeyBanco. Hecho esta, lo declaro, soy abundancia.",0.0,Neutral
"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?",0.0,Neutral
Gracias ayer me atendieron rápido por llamada ya quedo resuelto,0.0,Neutral
"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado 🙌 Me parece una mejor opción",0.0,Neutral
"Hay que transmitir información fidedigna y real, ya lleva algunos años operando...",0.0,Neutral
"Te recomiendo Hey banco, no tiene nada de eso y puedes retirar en cualquier HSBC o inbursa sin comisión.",-0.7003,Negativa
"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix ✨",0.5994,Positiva
"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI",0.0,Neutral
la mejor,0.0,Neutral
Va gracias les mande dm,0.0,Neutral
está mejor,0.0,Neutral
puro ese mejor nu nu fonite foniteog,0.0,Neutral
"Yo: voy a trabajar Mi hermana: Oye, entonnces cómo valido mi HeyBanco Papás: Oye, que hay un tema con el depa ;_; jajajaja pero bueno, agradezco que haya alguien allá que me ayude a resolverlo.",0.0,Neutral
"Tengo un Pixel 5, genio.",0.0,Neutral
Si ya todo bien Señor Lampi🙌🏻,0.0,Neutral
"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto.",0.3182,Positiva
Ya llame y ya me ayudaron gracias,0.0,Neutral
No tiene límites jajaja gpt-4 gratis,-0.25,Negativa
"Quedó solucionado el fin de semana, gracias",0.0,Neutral
Listo ya quedó muchas gracias.,0.0,Neutral
"HeyBanco y nu son mucho mejores, para los que andan buscando moverse.",0.0,Neutral
"Por si ocupan, excelentes alternativas a BancoAztecaEnQuiebra 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados.",-0.802,Negativa
"Excelentes alternativas a 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",-0.802,Negativa
"Excelentes alternativas a : 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",-0.802,Negativa
"Excelentes alternativas a Banco Azteca: 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",-0.802,Negativa
¡Celebramos 6 años en Hey Banco! 🎉 Gracias por confiar en nosotros en este viaje; tu apoyo ha sido fundamental para nuestro…,0.4003,Positiva
"Buen día, envié correo justo ahora. Gracias.",0.0,Neutral
Buenos días. Con la maravillosa sorpresa de que mi cuenta amaneció en ceros 🤡,0.0,Neutral
Listo!!,0.0,Neutral
"Raro, yo he realizado varias transacciones sin problema",-0.5574,Negativa
la mejor opción rendimiento del 13%,0.0,Neutral
Hola! También me gustaría unirme porfa.,0.0,Neutral
"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas.",0.34,Positiva
Dinero deberían darme los de pero gracias por un año de servicios.,0.0,Neutral
"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con",-0.2003,Negativa
"Les agradezco mucho la atención, me pondré en contacto con ustedes.",0.0,Neutral
estamos más que listos 🤩😍 ansiosos Desconéctate por 3 días en el Acústico Hey Banco de TecatePalNoe 🔌,0.0,Neutral
Funciona mucho mejor que el de 🤡🤡,0.0,Neutral
Jajajaja lo amé,0.0,Neutral
"Hola, buenas tardes. Te atiende Luz, es un placer saludae. Con gusto podemos apoyae, por favor escríbenos a nuestra cuenta oficial en Twitter ( ) para brindarle seguimiento a tu solicitud y compaie la información correspondiente. 1",0.4019,Positiva
"Listo, gracias.",0.0,Neutral
Hola valdría la pena que cuando hagan cambios dan un resumen de los cambios realizados en el contrato y no manden las 60 hojas completas. 😬 CharlyTip mejora la experiencia del cliente.,-0.296,Negativa
Me encantan las respuestas de a las fallas repoadas en su App 🙄,0.0,Neutral
"de debito puedes pedir nu desde la app, tmb hey banco, yo tengo esa y no me piden minimo ni me cobran por manejo de cuenta, esa la abri xq tuve un pedo con la nomina en banamex y la usaba como para ahorrar pero ahora la uso casi para todo heejej, la tj fisica me costo 109 creo",-0.296,Negativa
"Y aprovecho el tuit para recomendarles a hey banco, yo lqm 🫶🏽 ni una sola queja en dos años",0.0,Neutral
interesante,0.0,Neutral
Mejor aumenten líneas de crédito! 😭😭😭😭,0.0,Neutral
"Hey banco no, es ilimitado jajajaja, suena increíble.",-0.296,Negativa
"Cada más agradecido de peenecer a !! Si ocupan un banco que solucione, este es el mero bueno! Thkss",0.0,Neutral
"Por eso me encanta Su app es simplemente increíble! 💯. Además de ser super intuitiva, Cashback en todas tus compras…",0.636,Positiva
"Aaawww que bonito, hey Banco mucho la cola :D",0.6166,Positiva
trae la de hey banco 😍🥹 humilde mi chiquito,0.0,Neutral
"Para los que se preguntan dónde conseguir la tarjeta, la pueden sacar en Hey Banco con muchos diseños a elegir",0.0,Neutral
"Ya es lo que empezaré a hacer, gracias….",0.0,Neutral
"Jajaj FIJA-TÈ como no te dije pero en fin.... so far, so good 😄🌈",0.435,Positiva
"Mira amixe al fin, abrí mi cuenta me llegó super rápido, en 2 días, por dhl y pues nada, me ha encantado!! 🤩🤩🦄",0.7835,Positiva
¡Celebra el amor con estilo este San Valentín! ❤️ Descubre las últimas colecciones de tus marcas favoritas aquí: SomosHey HeyMedia HeyBanco SanValentín Regalos,0.6476,Positiva
Comerciales tan ganadores como los Kansas Chiefs que nos dejó el SuperBowl este año: SomosHey HeyMedia HeyBanco Comerciales SBLVIII MichaelCera JLo MainScorsese,0.0,Neutral
por favor de su apoyo para saber los módulos que tienen en CDMX. Gracias.,0.4019,Positiva
"Ya se arregló, gracias.",0.0,Neutral
tenencia a 6MSI y los amo! 🥰 🫣,0.0,Neutral
Al fin recuperé mi cuenta de Los amo! 🫱🏻‍🫲🏾,0.0,Neutral
"Hey, hey, hey, banco 👌✔️ Esto es perfecto",0.3182,Positiva
Gracias por la información. Me fue muy útil.,0.0,Neutral
"Ya tengo 11 meses con la TDC garantizada con buen uso, cuando me van a graduar? Recuerdo que cuando la contraté decía 6 meses de buen uso :(",-0.4404,Negativa
nunca falla 😎,0.0,Neutral
"Muchas gracias, ya salí del apuro gracias a y .",0.0,Neutral
Gracias. Ya revisé,0.0,Neutral
Jaja gracias! 👏,0.0,Neutral
Te recomiendo,0.0,Neutral
Sábado Perpetuo 🙏,0.0,Neutral
Gracias por la atención,0.0,Neutral
"Muchas gracias, ya quedó :)",0.4588,Positiva
Agree contigo A la versh 👇🏽,0.3612,Positiva
"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽",-0.3595,Negativa
Gracias por la atención!,0.0,Neutral
"Hola, buenos días. Te atiende Luz, es un placer saludae. Para nosotros son muy impoantes tus comentarios, por lo que nos interesa saber más sobre tu experiencia. ¿Nos puedes brindar mayor detalle de la situación que presentas, por favor? 1",0.4019,Positiva
Gracias ya hable vía telefónica y se resolvió mi inquietud,0.0,Neutral
Te amo Gran experiencia ir a la hey shop Lxs tqm,0.0,Neutral
"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción.",0.0,Neutral
Buen dia! Hay alguna promocion a MSI para el pago de tenencia del ? Saludos,0.0,Neutral
"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+",-0.3595,Negativa
"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream",0.0,Neutral
Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.,0.0,Neutral
gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI,0.0,Neutral
"Hola! Gracias, acabo de enviar correo.",0.0,Neutral
"hola, Les mande dm :)",0.4588,Positiva
Ayer me gané un sombrerito en y real me quedaba con mi outfit jajajaja y fui feliz todo el festival. Me lo chulearon mucho 💜☺️🤭,0.4939,Positiva
A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙,0.0,Neutral
TE AMO UN CHINGO 😍,0.0,Neutral
Akamba regresa gracias a Aprovecha la venta PRE Cael presentada por Hey Banco. Disfruta de esta etapa única…,0.0,Neutral
Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee,0.0,Neutral
Para mí eso es más que suficiente.,0.0,Neutral
También necesito ayuda,0.0,Neutral
Listo!,0.0,Neutral
Gracias ya lo solucione,0.0,Neutral
"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA",-0.296,Negativa
Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.,0.0,Neutral
gracias 🤩,0.0,Neutral
los amo! Gracias ya pude entrar a mi App saludos 😆,0.0,Neutral
Sigue sin dejarme aumentar mi linea de la tarjeta de crédito garantizada,-0.5574,Negativa
"Ahora confirmo, gracias estimado",0.0,Neutral
😔 de acuerdo!! Muchas gracias.,0.0,Neutral
"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c",-0.4767,Negativa
"una duda, con quién tengo que ver si tengo problemas para aumentar mi línea de crédito de mi tarjeta hey garantizada, la app no me deja marca un error. Me pasa igual en mis 2 teléfonos que tengo.",-0.5994,Negativa
"Wey, lo mejor de es que puedo pagar con Apple Pay 🤩🥳",-0.1027,Negativa
