Palabra,Tweet
así,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
así,"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+"
así,"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream"
así,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
así,Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.
dm,"Muchas gracias, espero su dm"
dm,amigos les mandé dm gracias
dm,Hola les escribí por DM porque tengo un par de dudas con la TDC.Gracias.
dm,"Buen día, muchas gracias! Ya respondí al DM. Me tardé porque pensé que no respondían en la noche hehe"
dm,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM 👌🏼"
dm,Gracias les volví a contestar el dm
dm,Muchas gracias mando DM a la brevedad
dm,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias 🙏"
dm,les dejé un DM solicitando de su valioso apoyo.Saludos
dm,"hola , les mandé un dm, gracias !"
dm,"Muchas gracias, ya les respondí por DM"
dm,"Hola muchas gracias, ya les contesté vía DM"
dm,Gracias por la respuesta ya conteste por DM saludos
dm,"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2"
dm,Va gracias les mande dm
dm,Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.
dm,"hola, Les mande dm :)"
hacer,Algo similar me paso. Quería renovar mi token para poder hacer una transferencia antes de cerrar la cuenta y wow. Fue más fácil sacar el dinero por ventanilla.
hacer,"Si ya la bloquee y desbloquee y pude hacer el deposito en oxxo, gracias"
hacer,"Hola muchas gracias por su respuesta en DM👌, con lo que me indicaron ya logre hacer el movimiento que requeria"
hacer,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández ❤️"
hacer,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden"
hacer,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…"
hacer,YA RESUELVEME ME URGE HACER UNA COMPRA
hacer,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido ✅Te permite ver exactamente cuánto debes en total. ✅ Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. ✅ Te da cashback de 2% en efectivo."
hacer,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…
hacer,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷"
hacer,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token 👉 Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas."
hacer,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.
hacer,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…
hacer,Lo mejor que pudiste hacer amigo
hacer,"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?"
hacer,"Ya es lo que empezaré a hacer, gracias…."
hacer,A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙
dinero,Algo similar me paso. Quería renovar mi token para poder hacer una transferencia antes de cerrar la cuenta y wow. Fue más fácil sacar el dinero por ventanilla.
dinero,Esta es la señal que necesitan para tener el mínimo dinero en banamex
dinero,"💰La sexta opción está opción es de las mejores, su pagaré a 7 días es el mejor del mercado con tasa del 10% anual solo que la inversión aquí es desde $5,000, tiene un plan de metas que te dan rendimiento a mes vencido del 4% y tú dinero disponible en cualquier momento"
dinero,"Alch, hechate unas investigadas de CETES, GMB y Hey+. CETES si ocupas investigar chido pero es muy seguro y Hey+ con HeyBanco es dinero seguro y rapido pero poco."
dinero,Me acaba de llegar la constancia fiscal de y el año pasado gané $2400 nomas de tener mi dinero guardado con ellos. 10/10
dinero,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo ✨❤️‍🔥"
dinero,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses."
dinero,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan
dinero,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷"
dinero,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…
dinero,"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual."
dinero,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!
dinero,Gracias 🙏 😍👌⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩
dinero,"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras"
dinero,. Llegan nuevos instrumentos financieros y te ofrecen hasta el 13 por ciento de dinero adicional por cada día que guardes tu dinero mientras que te cobra si no lo mueves por más de seis meses. Por eso está en
dinero,Dinero deberían darme los de pero gracias por un año de servicios.
listo,"Listo, gracias"
listo,"Listo, gracias!"
listo,Ya está todo listo..
listo,Listo!! Gracias
listo,Listo!!!
listo,"Listo, enviado! Saludos"
listo,"Listo, ya se los mandé , gracias ."
listo,Listo muchas Gracias
listo,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias."
listo,Listo! Muchas gracias! :)
listo,Listo enviado
listo,"Listo, lo hice en la madrugada, gracias!!"
listo,Listo ya quedó muchas gracias.
listo,Listo!!
listo,"Listo, gracias."
listo,Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee
listo,Listo!
ser,Gracias por ser pae de el FC Barcelona
ser,Gracias por ser el mejor banco ✨
ser,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.
ser,Ser agradecida. Y si es con el de abajo mejor...
ser,¡Hola Gracias por ser pae de esta gran familia FINSUS 😎👊
ser,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! 😀☺️
ser,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽"
ser,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!"
ser,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos."
ser,"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias"
ser,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…"
ser,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen."
ser,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.
ser,"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con"
ser,"Por eso me encanta Su app es simplemente increíble! 💯. Además de ser super intuitiva, Cashback en todas tus compras…"
ser,"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽"
hoy,"Después de lo de hoy, la vida y mi banco favorito dijeron: ten un tarjeta de regalo para que te eches un Starbucks y te relajes un rato."
hoy,¡Manifiesto!✨️ Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!❤️‍🔥🙏💕
hoy,🥳 Nunca me gano nada.Pero hoy empeze bien mi día 👍🏻
hoy,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos fintech mexicano"
hoy,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…
hoy,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…
hoy,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…
hoy,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app"
hoy,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…"
hoy,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋"
hoy,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco
hoy,Confirmo hoy 19 de septiembre que funciona.. muchas gracias
hoy,Ya hoy se restableció la aplicación gracias
hoy,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos f…"
hoy,⭐️⭐️Tecate Pa'l Noe 2024!!!⭐️⭐️ 🚨Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…
hoy,"Confirmo el día de hoy cambie mis Hey coins y en el correo de confirmación ya viene el código, todo cool ya hasta realizó mi compra 👍"
hoy,"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix ✨"
siempre,"Resuelto, muchísimas gracias , excelente servicio como siempre"
siempre,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses."
siempre,"Gracias, como siempre super buena y rápida, la atención de su pae."
siempre,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
siempre,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
siempre,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
siempre,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570
siempre,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias"
siempre,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽"
siempre,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha
siempre,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?
siempre,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! 🎟️🦁🔥 Mañana prevents exclusiva por TecatePalNoe 💖"
siempre,"Gracias, como siempre super atentos y efectividad en resolver dudas."
siempre,"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…"
siempre,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?
siempre,Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.
ustedes,Mis Respetos para ustedes... Gracias por el servicio 🙌🏻
ustedes,como puedo inveir con ustedes y como se genera las ganancias para uno
ustedes,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.
ustedes,Ustedes son mi banco y la verdad lo estan haciendo muy bien!
ustedes,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita"
ustedes,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden"
ustedes,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%"
ustedes,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! 🙌"
ustedes,"quiero trabajar con ustedes, me ayudan diciéndome como!"
ustedes,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.
ustedes,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos."
ustedes,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!
ustedes,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.
ustedes,"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?"
ustedes,"Les agradezco mucho la atención, me pondré en contacto con ustedes."
ustedes,A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙
opción,"Es de 35,000 UDIS (184,000).De todas las plataformas en las que he inveido las mejores son Finsus y cetes para largo plazo y HeyBanco es para mi la mejor opción para tu fondo de emergencia , ya que tienes liquidez semanal. En Finsus tengo al rededor del 90% de mi poafolio."
opción,"💰La sexta opción está opción es de las mejores, su pagaré a 7 días es el mejor del mercado con tasa del 10% anual solo que la inversión aquí es desde $5,000, tiene un plan de metas que te dan rendimiento a mes vencido del 4% y tú dinero disponible en cualquier momento"
opción,Gracias pero no es necesario. es una buena opción. Hasta el momento no he tenido problemas graves con ellos solo es adaptarme a sus procesos. Pero aún así creo que van por buen camino. Aunque en ocasiones me hagan enojar
opción,Mmm. te da el rendimiento del 10% Es buena opción.
opción,"sería la mejor TDC si se pudiera realizar pagos por adelantado en los meses sin intereses como en otras cuentas, siendo una opción excelente para muchos usuarios"
opción,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.
opción,es muy buena opción.
opción,"Después de ver está entrevista, creo que es una excelente opción"
opción,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años"
opción,"Jamas pensé que me quedaría con Hey Banco después de todas las mamadas que están haciendo pero literalmente es la mejor opción que tengo. En fin, chingada madre HSBC, tremendo pedo por una compra de 150 pesos."
opción,"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado 🙌 Me parece una mejor opción"
opción,"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI"
opción,la mejor opción rendimiento del 13%
opción,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
opción,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
respuesta,Muchas gracias espero la respuesta
respuesta,"Muchas gracias por darme respuesta, ya se solucionó mi problema, excelente día!"
respuesta,"Gracias por la respuesta, estaré al pendiente"
respuesta,"Hola muchas gracias por su respuesta en DM👌, con lo que me indicaron ya logre hacer el movimiento que requeria"
respuesta,Gracias por su respuesta
respuesta,"Gracias, espero su pronta respuesta de agradecimiento"
respuesta,Muchas gracias por su respuesta tan pronta.
respuesta,muchas gracias por su respuesta!
respuesta,tienen algún tiempo estimado de respuesta
respuesta,Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰
respuesta,"Respuesta favorable, gracias!"
respuesta,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta
respuesta,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad"
respuesta,"Gracias por la respuesta, pude habilitar mi app"
respuesta,Gracias por la respuesta ya conteste por DM saludos
respuesta,"Gracias por la respuesta, estare atento saludos tio"
solo,"💰La sexta opción está opción es de las mejores, su pagaré a 7 días es el mejor del mercado con tasa del 10% anual solo que la inversión aquí es desde $5,000, tiene un plan de metas que te dan rendimiento a mes vencido del 4% y tú dinero disponible en cualquier momento"
solo,me encantaria presumir mi premio de boleto dorado... Si tan solo existiera...
solo,Gracias pero no es necesario. es una buena opción. Hasta el momento no he tenido problemas graves con ellos solo es adaptarme a sus procesos. Pero aún así creo que van por buen camino. Aunque en ocasiones me hagan enojar
solo,.@heybanco tqm 🫶 no solo es de los mejores bancos con su producto TDC o pagarés bancarios (inveir). Además sabe que ando de foráneo y me regalo dinerito en Amazon 😌con mi boleto dorado
solo,"Pf…. Sigues con Intermitencias… y solo Hey Banco, BBVA sin problema."
solo,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback
solo,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil."
solo,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox."
solo,"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias."
solo,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!
solo,"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”."
solo,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.
solo,"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto."
solo,gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI
solo,Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee
ahora,"Casi me rindo cuando no obtuve ayuda del equipo de sopoe, afounadamente alguien aquí me refirió a en twitter Envíale un mensaje privado y me lo arregló, todo gracias a él, contáctalo ahora."
ahora,"gracias!!!! ahora, vi algo en relacion a transferencias internacionales... donde veo información?"
ahora,Es la mejor que he visto hasta ahora
ahora,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
ahora,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
ahora,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
ahora,"Gracias, ahora se los envío"
ahora,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil."
ahora,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias"
ahora,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias"
ahora,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
ahora,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
ahora,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse
ahora,"Buen día, envié correo justo ahora. Gracias."
ahora,"de debito puedes pedir nu desde la app, tmb hey banco, yo tengo esa y no me piden minimo ni me cobran por manejo de cuenta, esa la abri xq tuve un pedo con la nomina en banamex y la usaba como para ahorrar pero ahora la uso casi para todo heejej, la tj fisica me costo 109 creo"
ahora,"Ahora confirmo, gracias estimado"
servicio,"Resuelto, muchísimas gracias , excelente servicio como siempre"
servicio,Mis Respetos para ustedes... Gracias por el servicio 🙌🏻
servicio,Con el CashBack de pude pagar mi servicio de internet. yei :)
servicio,Excelente servicio de atención a clientes en HeyBanco 10/10
servicio,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.
servicio,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!"
servicio,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️"
servicio,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio 👌🏽"
servicio,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.
servicio,realmente dan servicio al cliente por este medio?
servicio,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀"
servicio,Dame el telefono de servicio al cliente
servicio,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia"
servicio,"Si me resolvieron, tiene un gran servicio al cliente!"
servicio,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️
nunca,nunca había ganado nada antes ✨ hahaha
nunca,":o si tengo cuenta pero nunca pedí la física, la pediré. Gracias por la recomendación 🥰🤘🏻"
nunca,🥳 Nunca me gano nada.Pero hoy empeze bien mi día 👍🏻
nunca,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses."
nunca,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️"
nunca,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.
nunca,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.
nunca,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…"
nunca,Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻
nunca,"A mi nunca me ha fallado, al contrario es de las más estables."
nunca,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
nunca,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
nunca,"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas."
nunca,nunca falla 😎
nunca,"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+"
ayuda,solicito su ayuda gracias
ayuda,Gracias tio hey! Esto nos ayuda bastante.
ayuda,"Casi me rindo cuando no obtuve ayuda del equipo de sopoe, afounadamente alguien aquí me refirió a en twitter Envíale un mensaje privado y me lo arregló, todo gracias a él, contáctalo ahora."
ayuda,hola ocupo ayuda con el cambio de número de celular y con mi token
ayuda,ayuda!!!
ayuda,Que tal buen dia. Necesito ayuda.
ayuda,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:"
ayuda,ayuda!!
ayuda,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.
ayuda,"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽"
ayuda,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
ayuda,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
ayuda,También necesito ayuda
ayuda,"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA"
ayuda,"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c"
atención,Excelente servicio de atención a clientes en HeyBanco 10/10
atención,"Gracias, como siempre super buena y rápida, la atención de su pae."
atención,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos."
atención,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️"
atención,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!
atención,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo"
atención,Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰
atención,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀"
